"MetabolismID","MetabolismName","ChemicalFormula","State","Reference","Details"
"Lun_HMDB0116609","PG(20:4(5Z,8Z,11Z,14Z)/18:1(11Z))","C44H77O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116609"
"Lun_HMDB0116610","PG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))","C44H77O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116610"
"Lun_HMDB0116611","PG(20:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z))","C48H77O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116611"
"Lun_HMDB0116612","PG(20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C48H77O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116612"
"Lun_HMDB0116614","PG(22:5(4Z,7Z,10Z,13Z,16Z)/18:0)","C46H81O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116614"
"Lun_HMDB0116615","PG(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))","C44H75O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116615"
"Lun_HMDB0116616","PG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))","C46H79O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116616"
"Lun_HMDB0116617","PG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))","C46H79O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116617"
"Lun_HMDB0116621","PG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)","C44H77O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116621"
"Lun_HMDB0116622","PG(22:5(7Z,10Z,13Z,16Z,19Z)/18:0)","C46H81O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116622"
"Lun_HMDB0116623","PG(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))","C44H75O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116623"
"Lun_HMDB0116624","PG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))","C46H79O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116624"
"Lun_HMDB0116625","PG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))","C46H79O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116625"
"Lun_HMDB0116626","PG(22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))","C48H77O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116626"
"Lun_HMDB0116629","PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)","C44H75O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116629"
"Lun_HMDB0116630","PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)","C46H79O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116630"
"Lun_HMDB0116631","PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))","C44H73O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116631"
"Lun_HMDB0116632","PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z))","C46H77O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116632"
"Lun_HMDB0116633","PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))","C46H77O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116633"
"Lun_HMDB0116636","PG(a-13:0/a-13:0)","C32H63O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116636"
"Lun_HMDB0116637","PG(a-13:0/18:2(9Z,11Z))","C37H69O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116637"
"Lun_HMDB0116638","PG(a-13:0/a-15:0)","C34H67O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116638"
"Lun_HMDB0116639","PG(a-13:0/a-17:0)","C36H71O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116639"
"Lun_HMDB0116640","PG(a-13:0/a-21:0)","C40H79O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116640"
"Lun_HMDB0116641","PG(a-13:0/a-25:0)","C44H87O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116641"
"Lun_HMDB0116642","PG(a-13:0/i-12:0)","C31H61O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116642"
"Lun_HMDB0116643","PG(a-13:0/i-13:0)","C32H63O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116643"
"Lun_HMDB0116644","PG(a-13:0/i-14:0)","C33H65O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116644"
"Lun_HMDB0116645","PG(a-13:0/i-15:0)","C34H67O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116645"
"Lun_HMDB0116646","PG(a-13:0/i-16:0)","C35H69O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116646"
"Lun_HMDB0116647","PG(a-13:0/i-17:0)","C36H71O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116647"
"Lun_HMDB0116648","PG(a-13:0/i-18:0)","C37H73O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116648"
"Lun_HMDB0116649","PG(a-13:0/i-19:0)","C38H75O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116649"
"Lun_HMDB0116650","PG(a-13:0/i-20:0)","C39H77O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116650"
"Lun_HMDB0116651","PG(a-13:0/i-21:0)","C40H79O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116651"
"Lun_HMDB0116652","PG(a-13:0/i-22:0)","C41H81O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116652"
"Lun_HMDB0116653","PG(a-13:0/i-24:0)","C43H85O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116653"
"Lun_HMDB0116654","PG(i-12:0/18:2(9Z,11Z))","C36H67O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116654"
"Lun_HMDB0116655","PG(i-12:0/a-13:0)","C31H61O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116655"
"Lun_HMDB0116656","PG(i-12:0/a-15:0)","C33H65O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116656"
"Lun_HMDB0116657","PG(i-12:0/a-17:0)","C35H69O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116657"
"Lun_HMDB0116658","PG(i-12:0/a-21:0)","C39H77O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116658"
"Lun_HMDB0116659","PG(i-12:0/a-25:0)","C43H85O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116659"
"Lun_HMDB0116660","PG(i-12:0/i-12:0)","C30H59O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116660"
"Lun_HMDB0116661","PG(i-12:0/i-13:0)","C31H61O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116661"
"Lun_HMDB0116662","PG(i-12:0/i-14:0)","C32H63O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116662"
"Lun_HMDB0116663","PG(i-12:0/i-15:0)","C33H65O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116663"
"Lun_HMDB0116664","PG(i-12:0/i-16:0)","C34H67O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116664"
"Lun_HMDB0116665","PG(i-12:0/i-17:0)","C35H69O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116665"
"Lun_HMDB0116666","PG(i-12:0/i-18:0)","C36H71O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116666"
"Lun_HMDB0116667","PG(i-12:0/i-19:0)","C37H73O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116667"
"Lun_HMDB0116668","PG(i-12:0/i-20:0)","C38H75O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116668"
"Lun_HMDB0116669","PG(i-12:0/i-21:0)","C39H77O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116669"
"Lun_HMDB0116670","PG(i-12:0/i-22:0)","C40H79O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116670"
"Lun_HMDB0116671","PG(i-12:0/i-24:0)","C42H83O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116671"
"Lun_HMDB0116672","PG(i-13:0/18:2(9Z,11Z))","C37H69O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116672"
"Lun_HMDB0116673","PG(i-13:0/a-13:0)","C32H63O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116673"
"Lun_HMDB0116674","PG(i-13:0/a-15:0)","C34H67O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116674"
"Lun_HMDB0116675","PG(i-13:0/a-17:0)","C36H71O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116675"
"Lun_HMDB0116676","PG(i-13:0/a-21:0)","C40H79O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116676"
"Lun_HMDB0116677","PG(i-13:0/a-25:0)","C44H87O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116677"
"Lun_HMDB0116678","PG(i-13:0/i-12:0)","C31H61O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116678"
"Lun_HMDB0116679","PG(i-13:0/i-13:0)","C32H63O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116679"
"Lun_HMDB0116680","PG(i-13:0/i-14:0)","C33H65O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116680"
"Lun_HMDB0116681","PG(i-13:0/i-15:0)","C34H67O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116681"
"Lun_HMDB0116682","PG(i-13:0/i-16:0)","C35H69O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116682"
"Lun_HMDB0116683","PG(i-13:0/i-17:0)","C36H71O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116683"
"Lun_HMDB0116684","PG(i-13:0/i-18:0)","C37H73O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116684"
"Lun_HMDB0116685","PG(i-13:0/i-19:0)","C38H75O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116685"
"Lun_HMDB0116686","PG(i-13:0/i-20:0)","C39H77O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116686"
"Lun_HMDB0116687","PG(i-13:0/i-21:0)","C40H79O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116687"
"Lun_HMDB0116688","PG(i-13:0/i-22:0)","C41H81O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116688"
"Lun_HMDB0116689","PG(i-13:0/i-24:0)","C43H85O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116689"
"Lun_HMDB0116690","PG(i-14:0/a-13:0)","C33H65O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116690"
"Lun_HMDB0116691","PG(i-14:0/a-15:0)","C35H69O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116691"
"Lun_HMDB0116692","PG(i-14:0/a-17:0)","C37H73O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116692"
"Lun_HMDB0116693","PG(i-14:0/i-12:0)","C32H63O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116693"
"Lun_HMDB0116694","PG(i-14:0/i-13:0)","C33H65O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116694"
"Lun_HMDB0116695","PG(i-14:0/i-14:0)","C34H67O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116695"
"Lun_HMDB0116696","PG(i-14:0/i-15:0)","C35H69O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116696"
"Lun_HMDB0116697","PG(i-14:0/i-16:0)","C36H71O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116697"
"Lun_HMDB0116698","PG(i-14:0/i-17:0)","C37H73O10P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0116698"
"Lun_HMDB0240206","Bafetinib","C30H31F3N8O","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0240206"
"Lun_HMDB0240254","Creatine riboside","C9H17N3O6","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0240254"
"Lun_HMDB0240258","Succinylacetoacetate","C8H10O6","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0240258"
"Lun_HMDB0240341","N-Acetyl-3-methylhistidine","C9H13N3O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0240341"
"Lun_HMDB0240366","9-cis-Lycopene","C40H56","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0240366"
"Lun_HMDB0240367","15-cis-Lycopene","C40H56","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0240367"
"Lun_HMDB0240578","4-Hydroxynonenal glutathione","C19H33N3O8S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0240578"
"Lun_HMDB0240771","Acetyl-D-carnitine","C9H17NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0240771"
"Lun_HMDB0240773","DL-Acetylcarnitine","C9H17NO4","NOT Available","PubMed:26847922 ","https://hmdb.ca/metabolites/HMDB0240773"
"Lun_HMDB0241656","4-Tiglylcarnitine","C12H21NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241656"
"Lun_HMDB0241657","(3E)-Tiglylcarnitine","C12H21NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241657"
"Lun_HMDB0241658","2-Tiglylcarnitine","C12H21NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241658"
"Lun_HMDB0241915","N-Nervonoyl Valine","C29H55NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241915"
"Lun_HMDB0241916","N-Oleoyl Glycine","C20H37NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241916"
"Lun_HMDB0241917","N-Linoleoyl Glycine","C20H35NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241917"
"Lun_HMDB0241918","N-Arachidonoyl Glycine","C22H35NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241918"
"Lun_HMDB0241919","N-Palmitoyl Alanine","C19H37NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241919"
"Lun_HMDB0241920","N-Palmitoyl Arginine","C22H44N4O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241920"
"Lun_HMDB0241921","N-Palmitoyl Asparagine","C20H38N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241921"
"Lun_HMDB0241922","N-Palmitoyl Aspartic acid","C20H37NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241922"
"Lun_HMDB0241923","N-Palmitoyl Cysteine","C19H37NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241923"
"Lun_HMDB0241924","N-Palmitoyl Glutamine","C21H40N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241924"
"Lun_HMDB0241925","N-Palmitoyl Glutamic acid","C21H39NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241925"
"Lun_HMDB0241926","N-Palmitoyl Histidine","C22H39N3O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241926"
"Lun_HMDB0241927","N-Palmitoyl Isoleucine","C22H43NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241927"
"Lun_HMDB0241928","N-Palmitoyl Leucine","C22H43NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241928"
"Lun_HMDB0241929","N-Palmitoyl Lysine","C22H44N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241929"
"Lun_HMDB0241930","N-Palmitoyl Methionine","C21H41NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241930"
"Lun_HMDB0241931","N-Palmitoyl Proline","C21H39NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241931"
"Lun_HMDB0241932","N-Palmitoyl Serine","C19H37NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241932"
"Lun_HMDB0241933","N-Palmitoyl Threonine","C20H39NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241933"
"Lun_HMDB0241934","N-Palmitoyl Tryptophan","C27H42N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241934"
"Lun_HMDB0241935","N-Palmitoyl Valine","C21H41NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241935"
"Lun_HMDB0241936","N-Stearoyl Alanine","C21H41NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241936"
"Lun_HMDB0241937","N-Stearoyl Arginine","C24H48N4O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241937"
"Lun_HMDB0241938","N-Stearoyl Asparagine","C22H42N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241938"
"Lun_HMDB0241939","N-Stearoyl Aspartic acid","C22H41NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241939"
"Lun_HMDB0241940","N-Stearoyl Cysteine","C21H41NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241940"
"Lun_HMDB0241941","N-Stearoyl Glutamine","C23H44N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241941"
"Lun_HMDB0241942","N-Stearoyl Glutamic acid","C23H43NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241942"
"Lun_HMDB0241943","N-Stearoyl Histidine","C24H43N3O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241943"
"Lun_HMDB0241944","N-Stearoyl Isoleucine","C24H47NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241944"
"Lun_HMDB0241945","N-Stearoyl Leucine","C24H47NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241945"
"Lun_HMDB0241946","N-Stearoyl Lysine","C24H48N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241946"
"Lun_HMDB0241947","N-Stearoyl Methionine","C23H45NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241947"
"Lun_HMDB0241948","N-Stearoyl Proline","C23H43NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241948"
"Lun_HMDB0241949","N-Stearoyl Serine","C21H41NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241949"
"Lun_HMDB0241950","N-Stearoyl Threonine","C22H43NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241950"
"Lun_HMDB0241951","N-Stearoyl Tryptophan","C29H46N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241951"
"Lun_HMDB0241952","N-Stearoyl Valine","C23H45NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241952"
"Lun_HMDB0241953","N-Oleoyl Alanine","C21H39NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241953"
"Lun_HMDB0241954","N-Oleoyl Arginine","C24H46N4O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241954"
"Lun_HMDB0241955","N-Oleoyl Asparagine","C22H40N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241955"
"Lun_HMDB0241956","N-Oleoyl Aspartic acid","C22H39NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241956"
"Lun_HMDB0241957","N-Oleoyl Cysteine","C21H39NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241957"
"Lun_HMDB0241958","N-Oleoyl Glutamine","C23H42N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241958"
"Lun_HMDB0241959","N-Oleoyl Glutamic acid","C23H41NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241959"
"Lun_HMDB0241960","N-Oleoyl Histidine","C24H41N3O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241960"
"Lun_HMDB0241961","N-Oleoyl Isoleucine","C24H45NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241961"
"Lun_HMDB0241962","N-Oleoyl Leucine","C24H45NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241962"
"Lun_HMDB0241975","N-Linoleoyl Glutamine","C23H40N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241975"
"Lun_HMDB0241976","N-Linoleoyl Glutamic acid","C23H39NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241976"
"Lun_HMDB0241977","N-Linoleoyl Histidine","C24H39N3O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241977"
"Lun_HMDB0241978","N-Linoleoyl Isoleucine","C24H43NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241978"
"Lun_HMDB0241979","N-Linoleoyl Leucine","C24H43NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241979"
"Lun_HMDB0241980","N-Linoleoyl Lysine","C24H44N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241980"
"Lun_HMDB0241981","N-Linoleoyl Methionine","C23H41NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241981"
"Lun_HMDB0241982","N-Linoleoyl Phenylalanine","C27H41NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241982"
"Lun_HMDB0241983","N-Linoleoyl Proline","C23H39NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241983"
"Lun_HMDB0241984","N-Linoleoyl Serine","C21H37NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241984"
"Lun_HMDB0241985","N-Linoleoyl Threonine","C22H39NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241985"
"Lun_HMDB0241986","N-Linoleoyl Tryptophan","C29H42N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241986"
"Lun_HMDB0241987","N-Linoleoyl Tyrosine","C27H41NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241987"
"Lun_HMDB0241988","N-Linoleoyl Valine","C23H41NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241988"
"Lun_HMDB0241989","N-Arachidonoyl Alanine","C23H37NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241989"
"Lun_HMDB0241990","N-Arachidonoyl Arginine","C26H44N4O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241990"
"Lun_HMDB0241991","N-Arachidonoyl Asparagine","C24H38N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241991"
"Lun_HMDB0241992","N-Arachidonoyl Aspartic acid","C24H37NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241992"
"Lun_HMDB0241993","N-Arachidonoyl Cysteine","C23H37NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241993"
"Lun_HMDB0241994","N-Arachidonoyl Glutamine","C25H40N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241994"
"Lun_HMDB0241995","N-Arachidonoyl Glutamic acid","C25H39NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241995"
"Lun_HMDB0241996","N-Arachidonoyl Histidine","C26H39N3O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241996"
"Lun_HMDB0241997","N-Arachidonoyl Isoleucine","C26H43NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241997"
"Lun_HMDB0241998","N-Arachidonoyl Leucine","C26H43NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241998"
"Lun_HMDB0241999","N-Arachidonoyl Lysine","C26H44N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241999"
"Lun_HMDB0242000","N-Arachidonoyl Methionine","C25H41NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242000"
"Lun_HMDB0242001","N-Arachidonoyl Phenylalanine","C29H41NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242001"
"Lun_HMDB0242002","N-Arachidonoyl Proline","C25H39NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242002"
"Lun_HMDB0242003","N-Arachidonoyl Serine","C23H37NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242003"
"Lun_HMDB0242004","N-Arachidonoyl Threonine","C24H39NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242004"
"Lun_HMDB0242005","N-Arachidonoyl Tryptophan","C31H42N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242005"
"Lun_HMDB0242006","N-Arachidonoyl Valine","C25H41NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242006"
"Lun_HMDB0242007","N-Docosahexaenoyl Alanine","C25H37NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242007"
"Lun_HMDB0242008","N-Docosahexaenoyl Arginine","C28H44N4O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242008"
"Lun_HMDB0242009","N-Docosahexaenoyl Asparagine","C26H38N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242009"
"Lun_HMDB0242010","N-Docosahexaenoyl Aspartic acid","C26H37NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242010"
"Lun_HMDB0242011","N-Docosahexaenoyl Cysteine","C25H37NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242011"
"Lun_HMDB0242012","N-Docosahexaenoyl Glutamine","C27H40N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242012"
"Lun_HMDB0242013","N-Docosahexaenoyl Glutamic acid","C27H39NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242013"
"Lun_HMDB0242014","N-Docosahexaenoyl Glycine","C24H35NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242014"
"Lun_HMDB0242015","N-Docosahexaenoyl Histidine","C28H39N3O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242015"
"Lun_HMDB0242016","N-Docosahexaenoyl Isoleucine","C28H43NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242016"
"Lun_HMDB0242017","N-Docosahexaenoyl Leucine","C28H43NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242017"
"Lun_HMDB0242018","N-Docosahexaenoyl Lysine","C28H44N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242018"
